_id,id,PID,activity,comments,start_period,end_period,mon,tue,wed,thur,fri,sat,sun,visible
66166ecb96fb1df60617a009,216,2430,Testing a website,primis in faucibus orci luctus et,16-08-2024,08-12-2025,4,11,6,9,12,4,6,TRUE
66166ecb96fb1df60617a00a,269,1650,Troubleshooting network connectivity issues,,17-08-2024,08-12-2025,7,3,3,5,4,6,5,TRUE
66166ecb96fb1df60617a00b,251,1920,Optimizing database performance,,22-08-2024,10-12-2025,7,9,8,9,10,11,5,FALSE
66166ecb96fb1df60617a00c,276,7807,Migrating data to a new server,quisque ut erat curabitur gravida nisi,26-08-2024,14-12-2025,10,7,11,3,8,12,10,FALSE
66166ecb96fb1df60617a00d,337,4301,Developing a new software,,28-08-2024,16-12-2025,7,11,12,8,7,4,8,TRUE
66166ecb96fb1df60617a00e,449,4130,Automating repetitive tasks,lectus vestibulum quam sapien varius ut blandit non,28-08-2024,17-12-2025,12,5,8,8,3,12,6,TRUE
66166ecb96fb1df60617a00f,495,2970,Documenting software requirements,nisi vulputate nonummy maecenas tincidunt,30-08-2024,18-12-2025,7,8,8,9,10,6,3,TRUE
66166ecb96fb1df60617a010,113,7463,Automating repetitive tasks,donec dapibus duis at velit eu est,01-09-2024,20-12-2025,4,7,8,12,7,11,12,FALSE
66166ecb96fb1df60617a011,28,5960,Training employees on a new software system,,04-09-2024,20-12-2025,10,3,5,11,12,11,8,TRUE
66166ecb96fb1df60617a012,236,7794,Optimizing database performance,non mi integer ac neque,07-09-2024,29-12-2025,3,10,10,9,10,5,8,FALSE
66166ecb96fb1df60617a013,301,4230,Conducting a network security audit,amet lobortis sapien sapien non mi integer ac neque duis,07-09-2024,31-12-2025,12,7,10,5,11,12,6,FALSE
66166ecb96fb1df60617a014,375,1702,Setting up a project management tool,in sapien iaculis congue vivamus metus arcu adipiscing,10-09-2024,06-01-2026,3,6,5,10,9,11,6,TRUE
66166ecb96fb1df60617a015,110,4870,Configuring virtual machines,,10-09-2024,11-01-2026,11,3,4,8,6,11,9,TRUE
66166ecb96fb1df60617a016,148,6091,Automating repetitive tasks,eros elementum pellentesque quisque porta volutpat,11-09-2024,11-01-2026,11,3,3,10,3,10,6,TRUE
66166ecb96fb1df60617a017,100,2801,Automating repetitive tasks,,12-09-2024,13-01-2026,5,6,12,12,5,6,4,TRUE
66166ecb96fb1df60617a018,53,7318,Conducting a network security audit,ut dolor morbi vel lectus in quam fringilla rhoncus mauris,15-09-2024,15-01-2026,4,9,8,6,10,9,3,TRUE
66166ecc96fb1df60617a019,372,6170,Migrating data to a new server,,22-09-2024,16-01-2026,10,8,6,11,4,5,3,TRUE
66166ecc96fb1df60617a01a,27,5091,Training employees on a new software system,,25-09-2024,20-01-2026,11,9,8,10,8,12,7,FALSE
66166ecc96fb1df60617a01b,275,2950,Troubleshooting network connectivity issues,,26-09-2024,21-01-2026,3,8,8,9,7,10,4,TRUE
66166ecc96fb1df60617a01c,37,7358,Creating a mobile app prototype,,27-09-2024,21-01-2026,11,12,3,11,11,9,8,TRUE
66166ecc96fb1df60617a01d,217,1560,Integrating third-party APIs,,28-09-2024,21-01-2026,7,11,6,10,10,3,8,TRUE
66166ecc96fb1df60617a01e,24,7172,Performing code reviews,,01-10-2024,22-01-2026,5,7,10,5,10,5,3,FALSE
66166ecc96fb1df60617a01f,430,2630,Documenting software requirements,,05-10-2024,26-01-2026,3,6,7,6,7,4,8,TRUE
66166ecc96fb1df60617a020,394,4071,Training employees on a new software system,interdum mauris ullamcorper purus sit amet,05-10-2024,28-01-2026,9,6,11,6,6,9,11,TRUE
66166ecc96fb1df60617a021,401,7662,Performing code reviews,,11-10-2024,01-02-2026,10,4,8,4,12,9,12,TRUE
66166ecc96fb1df60617a022,250,6081,technical support,,16-10-2024,03-02-2026,11,8,11,3,5,10,6,FALSE
66166ecc96fb1df60617a023,417,7031,Integrating third-party APIs,,19-10-2024,06-02-2026,11,8,4,4,4,5,9,TRUE
66166ecc96fb1df60617a024,418,5170,Integrating third-party APIs,,20-10-2024,07-02-2026,6,8,6,7,5,5,5,FALSE
66166ecc96fb1df60617a025,55,1490,Performing code reviews,,26-10-2024,09-02-2026,10,7,9,12,3,6,4,TRUE
66166ecc96fb1df60617a026,122,2160,Designing a user interface,sapien iaculis congue vivamus metus,26-10-2024,13-02-2026,4,3,5,9,7,9,5,FALSE
66166ecc96fb1df60617a027,424,6310,Conducting a network security audit,,31-10-2024,13-02-2026,10,6,7,12,5,11,5,TRUE
66166ecc96fb1df60617a028,367,5380,Automating repetitive tasks,,01-11-2024,13-02-2026,3,3,10,9,11,4,11,FALSE
66166ecc96fb1df60617a029,296,2860,Creating a mobile app prototype,,06-11-2024,15-02-2026,8,7,9,4,7,7,9,FALSE
66166ecc96fb1df60617a02a,209,7582,Analyzing data,a suscipit nulla elit ac nulla sed vel,06-11-2024,17-02-2026,11,4,6,4,8,9,12,TRUE
66166ecc96fb1df60617a02b,13,4790,Analyzing data,,07-11-2024,20-02-2026,7,6,6,3,8,10,7,FALSE
66166ecc96fb1df60617a02c,182,6230,Configuring virtual machines,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,10-11-2024,21-02-2026,3,10,10,12,3,7,8,FALSE
66166ecc96fb1df60617a02d,385,4021,Deploying a cloud-based solution,fusce posuere felis sed lacus morbi sem mauris laoreet ut,11-11-2024,23-02-2026,12,12,6,3,5,11,10,FALSE
66166ecc96fb1df60617a02e,231,7252,Setting up a project management tool,,11-11-2024,25-02-2026,12,8,7,9,7,4,7,FALSE
66166ecc96fb1df60617a02f,463,2760,Performing code reviews,,13-11-2024,26-02-2026,3,3,9,4,5,7,4,FALSE
66166ecc96fb1df60617a030,353,6290,Migrating data to a new server,,13-11-2024,28-02-2026,3,6,11,12,3,4,11,TRUE
66166ecc96fb1df60617a031,378,3940,Integrating third-party APIs,,17-11-2024,07-03-2026,6,5,4,7,4,7,4,FALSE
66166ecc96fb1df60617a032,392,2670,Documenting software requirements,habitasse platea dictumst etiam faucibus,23-11-2024,09-03-2026,6,6,4,12,9,7,3,TRUE
66166ecc96fb1df60617a033,160,7021,Deploying a cloud-based solution,,24-11-2024,12-03-2026,11,6,12,3,6,4,3,TRUE
66166ecc96fb1df60617a034,1,5690,Deploying a cloud-based solution,sit amet erat nulla tempus vivamus in felis eu,24-11-2024,12-03-2026,5,3,6,4,3,3,11,FALSE
66166ecc96fb1df60617a035,279,5102,Testing a website,natoque penatibus et magnis dis parturient montes,25-11-2024,17-03-2026,6,7,7,12,5,6,11,TRUE
66166ecc96fb1df60617a036,210,4580,Developing a new software,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,25-11-2024,20-03-2026,10,9,11,7,8,10,7,TRUE
66166ecd96fb1df60617a037,186,4120,Testing a website,,27-11-2024,21-03-2026,11,6,11,9,5,4,4,FALSE
66166ecd96fb1df60617a038,219,1502,Troubleshooting network connectivity issues,,29-11-2024,24-03-2026,12,10,6,6,9,3,11,TRUE
66166ecd96fb1df60617a039,204,1580,Documenting software requirements,,29-11-2024,27-03-2026,11,12,5,5,5,7,3,FALSE
66166ecd96fb1df60617a03a,324,1690,Performing code reviews,,04-12-2024,27-03-2026,8,11,11,3,3,6,8,FALSE
66166ecd96fb1df60617a03b,488,1790,Troubleshooting network connectivity issues,,04-12-2024,30-03-2026,9,7,7,3,9,5,3,FALSE
66166ecd96fb1df60617a03c,4,2460,Integrating third-party APIs,,09-12-2024,03-04-2026,4,10,3,6,9,7,7,TRUE
66166ecd96fb1df60617a03d,44,1970,Migrating data to a new server,,09-12-2024,14-04-2026,10,11,6,3,10,9,11,FALSE
66166ecd96fb1df60617a03e,405,4790,Configuring virtual machines,,10-12-2024,18-05-2026,6,8,8,4,10,6,9,TRUE
66166ecd96fb1df60617a03f,265,4980,Troubleshooting network connectivity issues,,17-12-2024,19-05-2026,8,5,4,12,5,3,7,FALSE
66166ecd96fb1df60617a040,339,6830,Setting up a project management tool,,24-12-2024,24-05-2026,8,6,12,7,5,5,7,FALSE
66166ecd96fb1df60617a041,223,2870,Training employees on a new software system,quis libero nullam sit amet turpis elementum ligula vehicula consequat,29-12-2024,25-05-2026,4,4,5,5,10,8,8,FALSE
66166ecd96fb1df60617a042,195,4820,Deploying a cloud-based solution,,29-12-2024,01-06-2026,8,9,6,6,10,12,12,TRUE
66166ecd96fb1df60617a043,260,6051,Performing code reviews,lorem ipsum dolor sit amet consectetuer adipiscing elit,06-01-2025,01-06-2026,3,11,11,9,12,9,12,TRUE
66166ecd96fb1df60617a044,451,1420,Designing a user interface,,07-01-2025,05-06-2026,8,6,9,9,12,9,11,TRUE
66166ecd96fb1df60617a045,168,5201,Testing a website,,11-01-2025,11-06-2026,7,9,7,3,4,7,7,FALSE
66166ecd96fb1df60617a046,497,1360,Performing code reviews,sit amet consectetuer adipiscing elit proin risus praesent lectus,15-01-2025,13-06-2026,9,12,3,3,4,11,12,TRUE
66166ecd96fb1df60617a047,249,5240,Implementing a cybersecurity solution,pede ac diam cras pellentesque volutpat,16-01-2025,13-06-2026,6,6,7,5,4,9,7,FALSE
66166ecd96fb1df60617a048,380,2401,Collaborating with cross-functional teams,massa id nisl venenatis lacinia aenean sit amet justo,17-01-2025,16-06-2026,10,7,11,7,10,3,10,TRUE
66166ecd96fb1df60617a049,45,5310,Automating repetitive tasks,in congue etiam justo etiam pretium iaculis,19-01-2025,19-06-2026,10,5,7,5,4,4,8,TRUE
66166ecd96fb1df60617a04a,257,6830,Documenting software requirements,erat fermentum justo nec condimentum neque sapien placerat ante nulla,24-01-2025,21-06-2026,11,6,12,7,6,11,3,TRUE
66166ecd96fb1df60617a04b,171,7041,Creating a mobile app prototype,faucibus orci luctus et ultrices posuere,26-01-2025,23-06-2026,3,4,11,6,6,9,6,TRUE
66166ecd96fb1df60617a04c,424,2580,Automating repetitive tasks,,29-01-2025,24-06-2026,8,12,11,11,10,5,11,TRUE
66166ecd96fb1df60617a04d,347,4102,Collaborating with cross-functional teams,,29-01-2025,24-06-2026,11,12,12,6,11,5,5,FALSE
66166ecd96fb1df60617a04e,141,7556,Documenting software requirements,,29-01-2025,25-06-2026,10,9,8,4,6,10,10,FALSE
66166ecd96fb1df60617a04f,324,4910,Implementing a cybersecurity solution,,30-01-2025,01-07-2026,3,4,3,9,10,3,5,FALSE
66166ecd96fb1df60617a050,399,4120,Collaborating with cross-functional teams,,03-02-2025,04-07-2026,11,4,7,6,8,4,4,TRUE
66166ecd96fb1df60617a051,56,6401,Migrating data to a new server,,03-02-2025,05-07-2026,12,9,6,4,3,10,6,TRUE
66166ecd96fb1df60617a052,217,1750,Testing a website,,14-02-2025,07-07-2026,6,8,5,9,7,4,6,FALSE
66166ecd96fb1df60617a053,35,7172,Troubleshooting network connectivity issues,,15-02-2025,10-07-2026,6,11,12,5,3,3,7,FALSE
66166ecd96fb1df60617a054,447,6470,Automating repetitive tasks,,23-02-2025,11-07-2026,12,10,11,7,7,5,5,TRUE
66166ecd96fb1df60617a055,393,1940,Documenting software requirements,,02-03-2025,11-07-2026,12,5,11,8,6,8,3,TRUE
66166ecd96fb1df60617a056,277,4150,Migrating data to a new server,mi pede malesuada in imperdiet et commodo vulputate justo,03-03-2025,14-07-2026,9,5,3,8,9,12,9,FALSE
66166ecd96fb1df60617a057,136,2730,Conducting a network security audit,,04-03-2025,19-07-2026,4,6,8,5,6,8,4,TRUE
66166ece96fb1df60617a058,482,5380,Implementing a cybersecurity solution,,04-03-2025,22-07-2026,11,7,4,9,12,9,3,FALSE
66166ece96fb1df60617a059,144,6380,Analyzing data,,08-03-2025,25-07-2026,6,9,10,11,5,5,4,TRUE
66166ece96fb1df60617a05a,383,2760,Automating repetitive tasks,,12-03-2025,27-07-2026,8,9,11,5,8,8,3,TRUE
66166ece96fb1df60617a05b,150,7754,Configuring virtual machines,,12-03-2025,27-07-2026,6,9,7,9,12,4,8,TRUE
66166ece96fb1df60617a05c,7,1790,Automating repetitive tasks,,14-03-2025,31-07-2026,12,7,12,10,11,10,3,TRUE
66166ece96fb1df60617a05d,355,2780,Automating repetitive tasks,,16-03-2025,31-07-2026,11,9,7,6,9,4,4,FALSE
66166ece96fb1df60617a05e,370,6870,Training employees on a new software system,,16-03-2025,01-08-2026,4,9,8,12,8,12,5,TRUE
66166ece96fb1df60617a05f,334,7305,Implementing a cybersecurity solution,,16-03-2025,05-08-2026,6,6,11,12,4,12,8,FALSE
66166ece96fb1df60617a060,250,1960,Configuring virtual machines,,17-03-2025,12-08-2026,10,5,4,5,10,9,9,TRUE
66166ece96fb1df60617a061,463,2670,Conducting a network security audit,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,19-03-2025,12-08-2026,4,10,3,4,6,5,9,FALSE
66166ece96fb1df60617a062,94,5490,Configuring virtual machines,,22-03-2025,13-08-2026,11,8,3,9,9,10,8,TRUE
66166ece96fb1df60617a063,136,1460,Implementing a cybersecurity solution,diam in magna bibendum imperdiet nullam,23-03-2025,21-08-2026,12,12,12,3,6,10,6,FALSE
66166ece96fb1df60617a064,115,6370,Implementing a cybersecurity solution,,27-03-2025,23-08-2026,10,4,7,9,6,9,4,FALSE
66166ece96fb1df60617a065,199,5610,Analyzing data,,28-03-2025,26-08-2026,9,10,9,3,7,4,7,FALSE
66166ece96fb1df60617a066,52,4560,Automating repetitive tasks,,29-03-2025,29-08-2026,3,5,9,12,6,11,3,FALSE
66166ece96fb1df60617a067,348,2540,Testing a website,,29-03-2025,30-08-2026,6,10,8,6,11,10,3,TRUE
66166ece96fb1df60617a068,61,4970,Developing a new software,tellus nulla ut erat id mauris vulputate,30-03-2025,02-09-2026,5,4,5,3,12,6,11,TRUE
66166ece96fb1df60617a069,414,6490,Developing a new software,,04-04-2025,03-09-2026,9,3,3,11,8,8,6,TRUE
66166ece96fb1df60617a06a,209,2590,Developing a new software,,07-04-2025,04-09-2026,10,6,6,3,5,6,8,TRUE
66166ece96fb1df60617a06b,459,3980,Analyzing data,ut dolor morbi vel lectus in quam fringilla,07-04-2025,05-09-2026,4,4,7,5,8,10,11,TRUE
66166ece96fb1df60617a06c,231,4760,Designing a user interface,nibh quisque id justo sit amet sapien dignissim,08-04-2025,05-09-2026,12,6,3,9,6,11,4,FALSE
66166ece96fb1df60617a06d,343,2170,Setting up a project management tool,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,10-04-2025,08-09-2026,10,12,7,4,4,5,8,TRUE
66166ece96fb1df60617a06e,491,5160,Automating repetitive tasks,,11-04-2025,15-09-2026,6,12,10,11,8,12,11,TRUE
66166ece96fb1df60617a06f,415,5380,Developing a new software,,11-04-2025,20-09-2026,3,7,6,10,11,5,6,TRUE
66166ece96fb1df60617a070,187,7344,Optimizing database performance,,13-04-2025,22-09-2026,3,10,7,6,6,5,9,TRUE
66166ece96fb1df60617a071,184,7688,Troubleshooting network connectivity issues,,16-04-2025,27-09-2026,4,9,6,5,11,4,9,FALSE
66166ece96fb1df60617a072,277,6901,Deploying a cloud-based solution,,16-04-2025,28-09-2026,10,5,4,3,4,9,9,FALSE
66166ece96fb1df60617a073,231,7635,Migrating data to a new server,,16-04-2025,29-09-2026,4,6,5,10,9,4,12,FALSE
66166ece96fb1df60617a074,126,7767,Collaborating with cross-functional teams,,17-04-2025,30-09-2026,9,9,9,8,12,9,10,FALSE
66166ece96fb1df60617a075,395,5210,Optimizing database performance,volutpat quam pede lobortis ligula sit amet,21-04-2025,02-10-2026,10,7,4,3,8,9,3,FALSE
66166ece96fb1df60617a076,67,4021,Configuring virtual machines,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,22-04-2025,03-10-2026,8,8,9,11,12,12,3,FALSE
66166ece96fb1df60617a077,489,7529,Implementing a cybersecurity solution,,24-04-2025,03-10-2026,3,12,3,3,7,10,4,TRUE
66166ece96fb1df60617a078,61,7635,Training employees on a new software system,,27-04-2025,08-10-2026,6,5,3,7,11,9,12,TRUE
66166ecf96fb1df60617a079,339,6031,Setting up a project management tool,massa volutpat convallis morbi odio,28-04-2025,09-10-2026,10,7,4,6,8,4,5,TRUE
66166ecf96fb1df60617a07a,111,4980,Testing a website,eget rutrum at lorem integer tincidunt ante vel ipsum praesent,03-05-2025,14-10-2026,9,4,7,11,4,5,7,FALSE
66166ecf96fb1df60617a07b,434,7741,Configuring virtual machines,velit donec diam neque vestibulum eget vulputate ut ultrices,03-05-2025,16-10-2026,8,11,9,7,10,8,11,TRUE
66166ecf96fb1df60617a07c,270,6420,Documenting software requirements,,07-05-2025,16-10-2026,10,8,5,4,9,12,11,FALSE
66166ecf96fb1df60617a07d,11,6170,Designing a user interface,,07-05-2025,20-10-2026,11,9,12,9,11,6,11,TRUE
66166ecf96fb1df60617a07e,298,1032,Training employees on a new software system,,11-05-2025,26-10-2026,5,9,8,10,9,6,5,FALSE
66166ecf96fb1df60617a07f,462,1360,Designing a user interface,,13-05-2025,26-10-2026,9,11,7,12,7,12,5,TRUE
66166ecf96fb1df60617a080,407,5012,Configuring virtual machines,,13-05-2025,29-10-2026,5,9,4,6,4,8,3,TRUE
66166ecf96fb1df60617a081,86,6420,Configuring virtual machines,in leo maecenas pulvinar lobortis est,14-05-2025,29-10-2026,6,11,10,5,12,4,3,FALSE
66166ecf96fb1df60617a082,426,6790,technical support,dolor sit amet consectetuer adipiscing elit proin risus praesent,14-05-2025,01-11-2026,10,11,12,9,5,12,11,FALSE
66166ecf96fb1df60617a083,360,2510,technical support,,15-05-2025,01-11-2026,8,9,8,12,4,11,10,TRUE
66166ecf96fb1df60617a084,45,4580,technical support,,17-05-2025,01-11-2026,7,7,6,8,6,8,10,FALSE
66166ecf96fb1df60617a085,314,6150,technical support,,18-05-2025,09-11-2026,3,3,9,10,3,6,11,FALSE
66166ecf96fb1df60617a086,107,1062,Performing code reviews,,21-05-2025,09-11-2026,4,5,5,9,5,8,8,TRUE
66166ecf96fb1df60617a087,101,2870,Optimizing database performance,,21-05-2025,10-11-2026,9,7,10,10,9,7,6,FALSE
66166ecf96fb1df60617a088,151,2730,Designing a user interface,,21-05-2025,14-11-2026,11,10,7,9,9,5,9,TRUE
66166ecf96fb1df60617a089,488,2640,Configuring virtual machines,purus eu magna vulputate luctus cum,21-05-2025,15-11-2026,12,7,3,6,5,9,4,FALSE
66166ecf96fb1df60617a08a,39,3901,technical support,mus etiam vel augue vestibulum rutrum,22-05-2025,19-11-2026,12,8,9,5,10,10,8,TRUE
66166ecf96fb1df60617a08b,43,2580,technical support,potenti nullam porttitor lacus at turpis donec posuere,23-05-2025,25-11-2026,8,10,6,11,11,6,12,FALSE
66166ecf96fb1df60617a08c,383,7331,Setting up a project management tool,,25-05-2025,29-11-2026,8,7,10,5,4,12,11,TRUE
66166ecf96fb1df60617a08d,199,6140,Designing a user interface,,28-05-2025,03-12-2026,7,9,12,4,10,8,8,FALSE
66166ecf96fb1df60617a08e,356,5680,Integrating third-party APIs,,28-05-2025,09-12-2026,11,12,5,11,3,10,3,FALSE
66166ecf96fb1df60617a08f,91,5410,Performing code reviews,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,04-06-2025,09-12-2026,11,7,10,6,7,12,9,TRUE
66166ecf96fb1df60617a090,392,6350,Performing code reviews,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,05-06-2025,15-12-2026,10,8,5,6,10,11,7,TRUE
66166ecf96fb1df60617a091,63,7728,Testing a website,,10-06-2025,26-12-2026,8,10,11,5,8,10,6,TRUE
66166ecf96fb1df60617a092,260,7012,Performing code reviews,,12-06-2025,27-12-2026,6,7,11,7,5,11,6,FALSE
66166ecf96fb1df60617a093,7,7199,Analyzing data,,13-06-2025,28-12-2026,5,7,8,4,11,6,7,FALSE
66166ecf96fb1df60617a094,104,4560,Implementing a cybersecurity solution,lacinia aenean sit amet justo morbi ut odio cras,17-06-2025,29-12-2026,10,10,4,3,12,12,5,FALSE
66166ecf96fb1df60617a095,267,1902,Analyzing data,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,23-06-2025,29-12-2026,10,4,7,3,9,11,8,TRUE
66166ecf96fb1df60617a096,468,2940,Analyzing data,,24-06-2025,31-12-2026,5,9,10,4,11,12,8,FALSE
66166ecf96fb1df60617a097,43,7516,Integrating third-party APIs,id lobortis convallis tortor risus dapibus augue vel accumsan,26-06-2025,01-01-2027,4,8,12,12,6,4,3,FALSE
66166ecf96fb1df60617a098,305,4370,Troubleshooting network connectivity issues,,26-06-2025,15-01-2027,9,9,8,11,9,11,9,TRUE
66166ecf96fb1df60617a099,390,1430,Documenting software requirements,sagittis dui vel nisl duis ac nibh fusce,27-06-2025,16-01-2027,12,7,5,11,10,7,9,TRUE
66166ed096fb1df60617a09a,341,6480,Creating a mobile app prototype,,28-06-2025,18-01-2027,6,4,5,3,7,4,8,TRUE
66166ed096fb1df60617a09b,186,2340,Documenting software requirements,ac nibh fusce lacus purus aliquet at feugiat non,28-06-2025,19-01-2027,11,7,5,4,4,12,10,FALSE
66166ed096fb1df60617a09c,345,5190,Creating a mobile app prototype,,29-06-2025,28-01-2027,9,4,11,10,11,9,4,TRUE
66166ed096fb1df60617a09d,210,2301,Migrating data to a new server,,01-07-2025,28-01-2027,5,6,12,9,11,8,4,FALSE
66166ed096fb1df60617a09e,24,4601,Testing a website,odio cras mi pede malesuada in imperdiet et commodo,06-07-2025,03-02-2027,4,6,3,4,11,3,5,FALSE
66166ed096fb1df60617a09f,133,5980,Implementing a cybersecurity solution,ut suscipit a feugiat et eros vestibulum ac est lacinia,12-07-2025,05-02-2027,9,9,11,5,5,4,11,TRUE
66166ed096fb1df60617a0a0,76,7172,Configuring virtual machines,,12-07-2025,10-02-2027,4,8,7,12,9,5,6,FALSE
66166ed096fb1df60617a0a1,437,7371,Conducting a network security audit,,14-07-2025,11-02-2027,8,3,5,8,10,11,3,FALSE
66166ed096fb1df60617a0a2,38,6081,Training employees on a new software system,,17-07-2025,11-02-2027,5,5,7,10,12,8,11,FALSE
66166ed096fb1df60617a0a3,231,7093,Testing a website,,20-07-2025,12-02-2027,9,9,12,8,11,8,7,TRUE
66166ed096fb1df60617a0a4,294,1902,Training employees on a new software system,,21-07-2025,12-02-2027,9,11,12,3,7,7,8,TRUE
66166ed096fb1df60617a0a5,16,1890,Performing code reviews,,22-07-2025,14-02-2027,12,9,10,5,5,8,8,FALSE
66166ed096fb1df60617a0a6,60,2590,Documenting software requirements,ante vel ipsum praesent blandit lacinia erat,24-07-2025,21-02-2027,5,9,3,8,8,7,6,FALSE
66166ed096fb1df60617a0a7,136,4150,Creating a mobile app prototype,,25-07-2025,22-02-2027,7,7,3,8,10,12,11,TRUE
66166ed096fb1df60617a0a8,295,1402,Creating a mobile app prototype,eu sapien cursus vestibulum proin,27-07-2025,25-02-2027,4,11,7,8,5,5,10,FALSE
66166ed096fb1df60617a0a9,84,4170,Designing a user interface,,27-07-2025,25-02-2027,3,8,3,4,5,11,7,TRUE
66166ed096fb1df60617a0aa,78,4301,Troubleshooting network connectivity issues,,30-07-2025,26-02-2027,4,6,4,7,9,7,5,TRUE
66166ed096fb1df60617a0ab,284,7847,Conducting a network security audit,libero ut massa volutpat convallis morbi odio odio,06-08-2025,27-02-2027,11,8,9,7,6,3,8,FALSE
66166ed096fb1df60617a0ac,178,6021,Analyzing data,,07-08-2025,02-03-2027,7,12,5,12,11,12,5,TRUE
66166ed096fb1df60617a0ad,218,5081,Documenting software requirements,,13-08-2025,04-03-2027,10,11,7,12,4,5,10,FALSE
66166ed096fb1df60617a0ae,388,4560,Analyzing data,,15-08-2025,04-03-2027,9,12,11,11,6,8,7,FALSE
66166ed096fb1df60617a0af,468,1560,Implementing a cybersecurity solution,cursus urna ut tellus nulla ut,21-08-2025,10-03-2027,8,11,3,9,4,8,6,FALSE
66166ed096fb1df60617a0b0,464,1670,Training employees on a new software system,nulla tempus vivamus in felis eu sapien cursus vestibulum proin,23-08-2025,12-03-2027,4,9,7,10,7,10,6,FALSE
66166ed096fb1df60617a0b1,195,2830,Configuring virtual machines,,23-08-2025,14-03-2027,11,11,11,3,5,5,6,FALSE
66166ed096fb1df60617a0b2,486,2470,Analyzing data,,29-08-2025,15-03-2027,11,11,11,8,11,5,6,TRUE
66166ed096fb1df60617a0b3,100,4520,Integrating third-party APIs,,31-08-2025,16-03-2027,6,10,8,12,7,3,10,FALSE
66166ed096fb1df60617a0b4,330,2950,Troubleshooting network connectivity issues,,03-09-2025,17-03-2027,4,9,6,6,7,7,11,TRUE
66166ed096fb1df60617a0b5,197,4710,technical support,gravida nisi at nibh in hac,03-09-2025,18-03-2027,12,7,12,7,6,3,10,FALSE
66166ed096fb1df60617a0b6,442,5430,Collaborating with cross-functional teams,,05-09-2025,18-03-2027,8,4,12,6,6,5,12,FALSE
66166ed096fb1df60617a0b7,20,4601,Deploying a cloud-based solution,convallis morbi odio odio elementum,11-09-2025,21-03-2027,9,3,9,3,6,7,12,TRUE
66166ed096fb1df60617a0b8,277,2940,Testing a website,,13-09-2025,22-03-2027,11,9,4,8,9,5,12,TRUE
66166ed196fb1df60617a0b9,70,3950,Migrating data to a new server,,14-09-2025,26-03-2027,7,5,10,5,5,3,9,TRUE
66166ed196fb1df60617a0ba,443,1890,Designing a user interface,,20-09-2025,30-03-2027,5,4,12,3,9,4,9,FALSE
66166ed196fb1df60617a0bb,500,1640,Testing a website,,23-09-2025,02-04-2027,8,7,5,8,11,5,8,TRUE
66166ed196fb1df60617a0bc,450,2960,Configuring virtual machines,ultrices posuere cubilia curae nulla dapibus dolor vel est,28-09-2025,02-04-2027,7,7,10,11,3,8,3,FALSE
66166ed196fb1df60617a0bd,254,2430,Testing a website,sit amet consectetuer adipiscing elit proin risus praesent lectus,03-10-2025,05-04-2027,7,9,7,3,3,4,4,FALSE
66166ed196fb1df60617a0be,425,4230,Implementing a cybersecurity solution,nunc vestibulum ante ipsum primis in faucibus orci luctus et,07-10-2025,06-04-2027,11,11,4,10,5,5,7,TRUE
66166ed196fb1df60617a0bf,451,6401,Analyzing data,viverra diam vitae quam suspendisse,09-10-2025,11-04-2027,3,3,5,3,5,9,6,TRUE
66166ed196fb1df60617a0c0,441,7741,Developing a new software,,09-10-2025,13-04-2027,3,12,8,3,7,6,12,FALSE
66166ed196fb1df60617a0c1,132,6920,technical support,,09-10-2025,13-04-2027,3,12,11,10,7,6,4,FALSE
66166ed196fb1df60617a0c2,139,4520,Migrating data to a new server,,12-10-2025,14-04-2027,6,7,3,7,12,10,10,FALSE
66166ed196fb1df60617a0c3,252,1960,Conducting a network security audit,,12-10-2025,17-04-2027,3,11,5,12,11,6,7,FALSE
66166ed196fb1df60617a0c4,42,2570,Automating repetitive tasks,,19-10-2025,19-04-2027,10,9,9,8,4,9,10,TRUE
66166ed196fb1df60617a0c5,56,1930,Performing code reviews,,20-10-2025,21-04-2027,8,6,10,12,4,7,3,TRUE
66166ed196fb1df60617a0c6,248,6920,Migrating data to a new server,,24-10-2025,22-04-2027,10,8,10,7,12,4,5,TRUE
66166ed196fb1df60617a0c7,122,2670,Conducting a network security audit,ipsum integer a nibh in quis justo maecenas rhoncus,30-10-2025,22-04-2027,3,4,9,7,4,11,8,FALSE
66166ed196fb1df60617a0c8,174,1680,Deploying a cloud-based solution,,30-10-2025,28-04-2027,3,9,11,9,9,9,11,FALSE
66166ed196fb1df60617a0c9,477,6430,Setting up a project management tool,,31-10-2025,30-04-2027,8,8,3,7,9,10,3,FALSE
66166ed196fb1df60617a0ca,479,4820,Training employees on a new software system,quis turpis sed ante vivamus,05-11-2025,05-05-2027,7,3,9,6,9,3,7,FALSE
66166ed196fb1df60617a0cb,199,3960,technical support,,06-11-2025,09-05-2027,3,6,4,7,12,7,6,TRUE
