_id,PID,client_name,name,startDate,endDate
66166e9e96fb1df606179aaa,5430,Shufflester,Domainer,06-03-2026,20-10-2027
66166e9e96fb1df606179aab,5460,Abatz,Latlux,19-05-2026,08-10-2025
66166e9e96fb1df606179aac,5470,Brainverse,Zamit,16-11-2023,23-10-2025
66166e9e96fb1df606179aad,5480,Yoveo,Zathin,06-06-2024,05-02-2026
66166e9e96fb1df606179aae,5490,Shufflebeat,Lotlux,12-09-2025,19-06-2025
66166e9e96fb1df606179aaf,5601,Voonyx,Bitwolf,13-03-2024,13-05-2024
66166e9e96fb1df606179ab0,5610,Layo,Kanlam,20-11-2023,06-10-2025
66166e9e96fb1df606179ab1,5620,Yamia,Prodder,07-04-2024,31-01-2025
66166e9e96fb1df606179ab2,5630,Kwinu,Domainer,23-09-2025,17-10-2024
66166e9f96fb1df606179ab3,5640,Thoughtblab,Stim,20-06-2023,14-05-2024
66166e9f96fb1df606179ab4,5670,Zooveo,Biodex,26-04-2024,27-05-2025
66166e9f96fb1df606179ab5,5680,Quimm,Solarbreeze,15-08-2023,08-09-2025
66166e9f96fb1df606179ab6,5690,Jaloo,Rank,22-04-2024,24-06-2026
66166e9f96fb1df606179ab7,5701,Blogtag,Ventosanzap,23-12-2023,08-12-2024
66166e9f96fb1df606179ab8,5710,Agimba,Fixflex,02-04-2024,01-11-2026
66166e9f96fb1df606179ab9,5720,Realbridge,Alpha,05-05-2024,02-07-2027
66166e9f96fb1df606179aba,5730,Bluejam,Matsoft,02-01-2026,06-01-2026
66166e9f96fb1df606179abb,5740,Meembee,Otcom,06-12-2024,12-06-2027
66166e9f96fb1df606179abc,5760,Gigazoom,Subin,18-08-2023,10-12-2026
66166e9f96fb1df606179abd,5780,Pixoboo,Temp,26-02-2026,28-11-2027
66166e9f96fb1df606179abe,5790,Kwilith,Ventosanzap,13-07-2025,18-11-2026
66166e9f96fb1df606179abf,5801,Roombo,Otcom,09-11-2024,02-04-2027
66166e9f96fb1df606179ac0,5810,Meedoo,Sonsing,06-02-2024,24-09-2026
66166e9f96fb1df606179ac1,5820,Jatri,Tin,14-06-2025,14-02-2025
66166e9f96fb1df606179ac2,5830,Quatz,Wrapsafe,10-12-2023,07-12-2027
66166e9f96fb1df606179ac3,5840,Shufflebeat,Bitwolf,17-08-2023,12-01-2025
66166e9f96fb1df606179ac4,5860,Linklinks,Stronghold,12-05-2026,22-06-2027
66166e9f96fb1df606179ac5,5870,Browseblab,Andalax,03-06-2023,11-11-2024
66166e9f96fb1df606179ac6,5890,Dabshots,Konklux,14-09-2025,30-07-2025
66166e9f96fb1df606179ac7,5901,Skimia,Konklab,10-01-2025,06-03-2027
66166e9f96fb1df606179ac8,5910,Bluejam,Namfix,08-08-2025,23-05-2027
66166e9f96fb1df606179ac9,5920,Oloo,Bigtax,27-03-2026,25-08-2026
66166e9f96fb1df606179aca,5930,Jaxworks,Wrapsafe,13-01-2024,13-07-2026
66166e9f96fb1df606179acb,5940,Brainverse,Konklux,18-02-2026,03-05-2027
66166e9f96fb1df606179acc,5960,Twitterbridge,Zoolab,18-06-2024,05-05-2024
66166ea096fb1df606179acd,5970,Livetube,Overhold,11-03-2025,05-06-2024
66166ea096fb1df606179ace,5980,Centidel,Stringtough,27-07-2024,20-11-2026
66166ea096fb1df606179acf,6012,Cogilith,Stronghold,18-02-2024,09-07-2027
66166ea096fb1df606179ad0,6021,Kazu,Treeflex,10-08-2024,08-05-2027
66166ea096fb1df606179ad1,6031,Demivee,Gembucket,15-04-2024,06-06-2027
66166ea096fb1df606179ad2,6041,Brainbox,Cookley,15-11-2023,17-05-2026
66166ea096fb1df606179ad3,6051,Plajo,Stim,13-08-2024,04-08-2024
66166ea096fb1df606179ad4,6071,Quire,Sonsing,22-06-2024,27-07-2024
66166ea096fb1df606179ad5,6081,Vimbo,Lotstring,18-03-2025,11-10-2026
66166ea096fb1df606179ad6,6091,Minyx,Duobam,19-05-2024,12-07-2026
66166ea096fb1df606179ad7,6102,Twimm,Kanlam,15-12-2023,14-04-2027
66166ea096fb1df606179ad8,6120,Tagopia,Cookley,04-03-2026,20-01-2027
66166ea096fb1df606179ad9,6130,Npath,It,15-01-2024,12-01-2027
66166ea096fb1df606179ada,6140,Jetwire,Regrant,19-01-2026,27-02-2027
66166ea096fb1df606179adb,6150,Gigashots,Span,21-09-2024,10-07-2026
66166ea096fb1df606179adc,6170,Yombu,Y-find,21-01-2025,20-08-2025
66166ea096fb1df606179add,6180,Dynazzy,Zamit,01-06-2023,20-05-2026
66166ea096fb1df606179ade,6190,Jabberstorm,Matsoft,14-01-2026,27-07-2024
66166ea096fb1df606179adf,6201,Tambee,Greenlam,27-08-2025,23-02-2027
66166ea096fb1df606179ae0,6210,Tavu,Zoolab,06-02-2025,15-10-2025
66166ea096fb1df606179ae1,6230,Meemm,Sonsing,22-12-2024,03-04-2027
66166ea096fb1df606179ae2,6240,Zoozzy,Sub-Ex,22-08-2024,16-10-2025
66166ea096fb1df606179ae3,6250,Quimm,Hatity,24-08-2024,02-09-2024
66166ea096fb1df606179ae4,6270,Flashset,Ronstring,12-05-2024,27-11-2027
66166ea096fb1df606179ae5,6280,DabZ,Cookley,17-11-2023,30-11-2026
66166ea096fb1df606179ae6,6290,Meetz,Wrapsafe,03-06-2024,18-07-2025
66166ea196fb1df606179ae7,6301,Yakitri,Stronghold,05-12-2023,10-10-2025
66166ea196fb1df606179ae8,6310,Edgeify,Zoolab,15-02-2026,02-03-2027
66166ea196fb1df606179ae9,6320,Tanoodle,Konklux,02-05-2024,14-03-2026
66166ea196fb1df606179aea,6340,Voonder,Zoolab,18-04-2024,12-04-2025
66166ea196fb1df606179aeb,6350,Blogspan,Overhold,15-03-2025,23-01-2025
66166ea196fb1df606179aec,6370,Photospace,Zaam-Dox,03-03-2025,17-06-2027
66166ea196fb1df606179aed,6380,JumpXS,Quo Lux,29-10-2023,18-12-2025
66166ea196fb1df606179aee,6390,Minyx,Andalax,08-08-2025,08-09-2026
66166ea196fb1df606179aef,6401,Quinu,Keylex,28-12-2025,14-04-2027
66166ea196fb1df606179af0,6410,Mita,Bamity,13-04-2024,22-07-2025
66166ea196fb1df606179af1,6420,Katz,Sub-Ex,12-06-2024,24-02-2025
66166ea196fb1df606179af2,6430,Eidel,Aerified,25-08-2024,21-07-2025
66166ea196fb1df606179af3,6450,Zoomdog,Rank,31-07-2025,22-09-2026
66166ea196fb1df606179af4,6470,Roombo,Redhold,20-02-2024,18-02-2027
66166ea196fb1df606179af5,6480,Edgeclub,Konklab,31-12-2024,31-10-2026
66166ea196fb1df606179af6,6490,Omba,Alphazap,17-05-2025,26-08-2027
66166ea196fb1df606179af7,6501,Skippad,Vagram,28-08-2023,10-05-2024
66166ea196fb1df606179af8,6510,Edgepulse,Treeflex,11-10-2023,19-09-2024
66166ea196fb1df606179af9,6520,Voonyx,Overhold,28-02-2026,14-01-2028
66166ea196fb1df606179afa,6530,Photolist,Konklux,21-06-2024,14-07-2026
66166ea196fb1df606179afb,6540,Tagpad,Bitchip,22-02-2025,30-08-2026
66166ea196fb1df606179afc,6570,Skinder,Ventosanzap,22-04-2024,29-09-2026
66166ea196fb1df606179afd,6580,Tavu,Wrapsafe,10-07-2024,17-07-2025
66166ea196fb1df606179afe,6590,Topiclounge,Fixflex,07-05-2024,23-07-2024
66166ea196fb1df606179aff,6701,Mynte,It,19-01-2026,01-04-2027
66166ea196fb1df606179b00,6710,Aibox,Y-find,18-02-2024,10-12-2024
66166ea196fb1df606179b01,6720,Mycat,Bamity,18-04-2024,19-07-2027
66166ea296fb1df606179b02,6730,Ailane,Voyatouch,18-10-2024,30-10-2027
66166ea296fb1df606179b03,6740,Skimia,Zaam-Dox,05-08-2023,04-02-2028
66166ea296fb1df606179b04,6750,Brainbox,Viva,15-01-2024,27-03-2027
66166ea296fb1df606179b05,6780,Dynazzy,Domainer,05-12-2023,03-08-2025
66166ea296fb1df606179b06,6790,Meevee,Toughjoyfax,18-06-2023,25-04-2025
66166ea296fb1df606179b07,6801,Skipfire,Tempsoft,26-07-2025,29-12-2024
66166ea296fb1df606179b08,6810,Camimbo,Domainer,11-04-2026,06-06-2024
66166ea296fb1df606179b09,6820,Meedoo,Bamity,09-04-2024,18-02-2026
66166ea296fb1df606179b0a,6830,Nlounge,Flowdesk,24-07-2023,13-08-2025
66166ea296fb1df606179b0b,6840,Edgeblab,Andalax,11-04-2026,04-01-2025
66166ea296fb1df606179b0c,6850,Mydeo,Ronstring,24-11-2023,10-04-2026
66166ea296fb1df606179b0d,6870,Voonder,Viva,21-01-2025,05-05-2024
66166ea296fb1df606179b0e,6890,Rhynoodle,Otcom,11-10-2025,05-01-2027
66166ea296fb1df606179b0f,6901,Minyx,Viva,09-10-2023,04-02-2025
66166ea296fb1df606179b10,6910,Youtags,Bytecard,28-02-2026,12-02-2026
66166ea296fb1df606179b11,6920,Linklinks,Wrapsafe,09-10-2023,25-10-2024
66166ea296fb1df606179b12,6930,Yacero,Zamit,14-11-2023,20-01-2027
66166ea296fb1df606179b13,6940,Pixoboo,Stim,08-06-2026,28-03-2027
66166ea296fb1df606179b14,6950,Kwilith,Ventosanzap,14-11-2025,23-11-2025
66166ea296fb1df606179b15,6970,Ozu,Mat Lam Tam,12-10-2023,10-02-2026
66166ea296fb1df606179b16,6980,Livepath,Span,23-07-2024,19-08-2025
66166ea296fb1df606179b17,7012,Edgetag,Trippledex,05-04-2026,16-06-2026
66166ea296fb1df606179b18,7021,Zoombox,Ventosanzap,06-07-2024,19-11-2025
66166ea296fb1df606179b19,7031,DabZ,Flexidy,08-05-2023,22-12-2026
66166ea296fb1df606179b1a,7041,Realcube,Flexidy,26-10-2024,01-10-2027
66166ea396fb1df606179b1b,7039,Jayo,Trippledex,13-05-2025,26-10-2025
66166ea396fb1df606179b1c,7067,Eabox,Treeflex,06-03-2025,13-03-2026
66166ea396fb1df606179b1d,7080,InnoZ,Keylex,07-07-2025,27-05-2026
66166ea396fb1df606179b1e,7093,Linklinks,Greenlam,04-04-2026,27-02-2027
66166ea396fb1df606179b1f,7106,Yacero,Prodder,19-09-2025,09-12-2024
66166ea396fb1df606179b20,7120,Flipbug,Bamity,17-10-2024,10-01-2025
66166ea396fb1df606179b21,7133,Livetube,Voyatouch,06-03-2025,28-02-2027
66166ea396fb1df606179b22,7146,Livetube,Bitchip,25-07-2024,10-09-2024
66166ea396fb1df606179b23,7159,Tagchat,Cookley,15-02-2025,24-09-2025
66166ea396fb1df606179b24,7172,Edgeify,Flowdesk,01-02-2026,10-01-2025
66166ea396fb1df606179b25,7186,Rhynyx,Trippledex,24-05-2025,12-11-2025
66166ea396fb1df606179b26,7199,Abatz,Otcom,29-01-2024,18-07-2027
66166ea396fb1df606179b27,7212,Realpoint,Sub-Ex,10-05-2026,13-11-2027
66166ea396fb1df606179b28,7225,Jetpulse,Sub-Ex,30-12-2024,05-10-2027
66166ea396fb1df606179b29,7239,Mudo,Pannier,08-08-2024,07-11-2025
66166ea396fb1df606179b2a,7252,Ntags,Mat Lam Tam,02-08-2025,18-10-2026
66166ea396fb1df606179b2b,7265,Skippad,Fixflex,08-12-2024,25-08-2025
66166ea396fb1df606179b2c,7278,Topicstorm,Zathin,03-02-2025,06-02-2028
66166ea396fb1df606179b2d,7291,Podcat,Stringtough,11-11-2023,23-01-2026
66166ea396fb1df606179b2e,7305,Demizz,Asoka,02-05-2026,08-03-2027
66166ea396fb1df606179b2f,7318,Topicware,Tempsoft,29-05-2023,27-07-2027
66166ea396fb1df606179b30,7331,Feedbug,Toughjoyfax,27-09-2023,27-12-2025
66166ea396fb1df606179b31,7344,Janyx,Asoka,01-07-2023,10-12-2027
66166ea396fb1df606179b32,7358,Brainbox,Overhold,21-08-2024,20-08-2026
66166ea396fb1df606179b33,7371,Jetpulse,Ronstring,03-10-2025,11-10-2024
66166ea396fb1df606179b34,7384,Teklist,Asoka,09-12-2025,29-06-2027
66166ea496fb1df606179b35,7397,Skipstorm,Cardguard,13-04-2024,07-05-2026
66166ea496fb1df606179b36,7410,Leenti,Regrant,19-04-2026,06-12-2026
66166ea496fb1df606179b37,7424,Rhyzio,Y-Solowarm,10-01-2026,17-02-2027
66166ea496fb1df606179b38,7437,Flashset,Overhold,12-02-2024,22-05-2027
66166ea496fb1df606179b39,7450,Mynte,Prodder,03-11-2023,31-10-2026
66166ea496fb1df606179b3a,7463,Twinder,Kanlam,16-05-2024,18-11-2027
66166ea496fb1df606179b3b,7477,Topicshots,Gembucket,06-10-2023,21-09-2027
66166ea496fb1df606179b3c,7490,Centidel,Bitchip,07-04-2025,29-09-2025
66166ea496fb1df606179b3d,7503,Jaxbean,Holdlamis,08-07-2024,20-01-2028
66166ea496fb1df606179b3e,7516,Jaxworks,Opela,25-07-2023,08-11-2025
66166ea496fb1df606179b3f,7529,Devbug,Bytecard,17-05-2023,05-11-2026
66166ea496fb1df606179b40,7543,Shufflebeat,Holdlamis,13-01-2026,19-12-2024
66166ea496fb1df606179b41,7556,Fiveclub,Trippledex,06-06-2026,10-06-2027
66166ea496fb1df606179b42,7569,Livepath,Prodder,07-01-2026,19-04-2027
66166ea496fb1df606179b43,7582,Zoozzy,Asoka,19-07-2025,03-04-2026
66166ea496fb1df606179b44,7596,Oyonder,Overhold,13-08-2023,19-02-2027
66166ea496fb1df606179b45,7609,Realblab,Wrapsafe,01-03-2024,24-06-2025
66166ea496fb1df606179b46,7622,Skajo,Y-find,14-04-2026,08-08-2026
66166ea496fb1df606179b47,7635,Realcube,Alphazap,01-10-2024,27-11-2026
66166ea496fb1df606179b48,7648,Buzzster,Otcom,07-12-2023,19-09-2026
66166ea496fb1df606179b49,7662,Flashdog,Lotlux,13-06-2023,21-09-2024
66166ea496fb1df606179b4a,7675,Mymm,Zathin,07-08-2023,16-08-2025
66166ea496fb1df606179b4b,7688,Skipfire,Hatity,06-04-2026,17-04-2026
66166ea496fb1df606179b4c,7701,Dabtype,Mat Lam Tam,01-03-2026,01-11-2024
66166ea496fb1df606179b4d,7715,Yotz,Duobam,26-06-2024,22-03-2025
66166ea496fb1df606179b4e,7728,Jatri,Tampflex,09-08-2023,20-09-2026
66166ea596fb1df606179b4f,7741,Camimbo,Alphazap,02-01-2024,29-08-2024
66166ea596fb1df606179b50,7754,Lajo,It,11-05-2024,09-06-2024
66166ea596fb1df606179b51,7767,Browsecat,Voyatouch,16-10-2024,22-10-2026
66166ea596fb1df606179b52,7781,Skiba,Cardguard,29-01-2025,05-08-2027
66166ea596fb1df606179b53,7794,Oyondu,Konklux,15-01-2026,24-09-2025
66166ea596fb1df606179b54,7807,Omba,Stringtough,23-07-2023,10-11-2025
66166ea596fb1df606179b55,7820,Mynte,Zamit,29-08-2024,15-07-2024
66166ea596fb1df606179b56,7834,Minyx,Bitchip,06-05-2024,29-05-2026
66166ea596fb1df606179b57,7847,Browsecat,Stronghold,07-01-2024,12-11-2027
66166ea596fb1df606179b58,7860,Cogidoo,Fix San,08-05-2024,26-02-2027
66166ea596fb1df606179b59,7873,Lazzy,Home Ing,21-04-2025,04-09-2025
66166ea596fb1df606179b5a,7886,Realbridge,Tresom,06-03-2026,17-12-2024
66166ea596fb1df606179b5b,7900,Fivespan,Aerified,14-05-2025,12-08-2027
