_id,id,PID,allocation_start,allocation_end
66166eb396fb1df606179cfb,497,3940,19-07-2023,06-11-2026
66166eb396fb1df606179cfc,287,4801,04-10-2023,30-01-2026
66166eb396fb1df606179cfd,415,5041,11-08-2023,06-02-2027
66166eb396fb1df606179cfe,289,7701,31-05-2026,18-11-2025
66166eb396fb1df606179cff,391,1750,03-07-2024,11-04-2026
66166eb396fb1df606179d00,488,7133,10-08-2023,29-08-2026
66166eb396fb1df606179d01,77,3980,12-08-2023,02-07-2026
66166eb396fb1df606179d02,181,2860,05-11-2025,11-01-2027
66166eb396fb1df606179d03,59,6901,15-10-2024,26-01-2025
66166eb396fb1df606179d04,54,6310,13-05-2024,10-09-2026
66166eb396fb1df606179d05,67,5102,26-08-2024,10-10-2026
66166eb396fb1df606179d06,259,7582,23-06-2025,19-09-2025
66166eb396fb1df606179d07,149,1570,30-01-2026,05-11-2025
66166eb396fb1df606179d08,77,6190,25-07-2023,26-09-2025
66166eb396fb1df606179d09,439,4102,26-03-2024,26-03-2027
66166eb396fb1df606179d0a,221,5430,10-11-2024,02-10-2027
66166eb396fb1df606179d0b,203,1450,25-11-2025,10-12-2027
66166eb396fb1df606179d0c,427,7675,28-11-2024,15-02-2025
66166eb396fb1df606179d0d,485,2490,10-05-2023,09-08-2026
66166eb396fb1df606179d0e,494,6190,23-08-2023,04-01-2025
66166eb396fb1df606179d0f,342,1902,14-05-2026,28-09-2024
66166eb396fb1df606179d10,39,5370,09-10-2023,02-05-2025
66166eb396fb1df606179d11,69,7120,14-05-2025,08-11-2025
66166eb496fb1df606179d12,431,2690,17-07-2024,08-05-2025
66166eb496fb1df606179d13,1,6120,11-03-2025,09-01-2026
66166eb496fb1df606179d14,121,2540,17-06-2025,14-03-2027
66166eb496fb1df606179d15,347,6012,30-11-2025,11-03-2026
66166eb496fb1df606179d16,499,7754,03-08-2023,03-07-2026
66166eb496fb1df606179d17,479,3940,19-04-2026,22-11-2025
66166eb496fb1df606179d18,212,1860,02-06-2026,18-07-2026
66166eb496fb1df606179d19,108,2071,13-10-2024,30-07-2025
66166eb496fb1df606179d1a,252,5320,08-12-2023,20-10-2027
66166eb496fb1df606179d1b,163,7834,04-01-2025,04-04-2026
66166eb496fb1df606179d1c,280,2870,08-02-2026,30-03-2026
66166eb496fb1df606179d1d,486,2410,03-03-2026,22-01-2028
66166eb496fb1df606179d1e,19,4260,25-11-2024,29-09-2025
66166eb496fb1df606179d1f,149,6470,01-03-2024,08-03-2027
66166eb496fb1df606179d20,401,6970,21-08-2023,01-04-2027
66166eb496fb1df606179d21,75,4701,20-04-2025,31-03-2025
66166eb496fb1df606179d22,55,6940,23-12-2023,02-06-2025
66166eb496fb1df606179d23,320,5490,14-06-2024,18-04-2026
66166eb496fb1df606179d24,32,3901,30-07-2023,19-10-2027
66166eb496fb1df606179d25,36,6501,10-10-2025,21-03-2027
66166eb496fb1df606179d26,440,2890,10-06-2025,14-09-2026
66166eb496fb1df606179d27,264,2910,25-01-2025,06-06-2026
66166eb496fb1df606179d28,325,6031,09-11-2023,22-03-2027
66166eb496fb1df606179d29,462,6940,08-07-2023,03-09-2026
66166eb496fb1df606179d2a,352,7715,13-09-2025,09-04-2027
66166eb496fb1df606179d2b,67,5081,17-11-2023,05-04-2025
66166eb496fb1df606179d2c,368,4801,22-06-2023,18-02-2025
66166eb496fb1df606179d2d,107,4350,27-08-2023,28-04-2026
66166eb496fb1df606179d2e,434,2950,08-06-2026,29-11-2027
66166eb496fb1df606179d2f,147,5970,28-11-2025,04-09-2027
66166eb496fb1df606179d30,21,4670,08-05-2025,06-10-2024
66166eb496fb1df606179d31,245,4590,04-06-2023,23-08-2026
66166eb596fb1df606179d32,486,4290,21-12-2024,29-05-2027
66166eb596fb1df606179d33,217,7239,02-01-2026,19-07-2025
66166eb596fb1df606179d34,269,5460,26-04-2026,24-03-2026
66166eb596fb1df606179d35,405,5410,12-07-2023,28-04-2026
66166eb596fb1df606179d36,435,4620,27-06-2024,05-11-2027
66166eb596fb1df606179d37,106,4830,01-07-2025,13-10-2027
66166eb596fb1df606179d38,353,1690,07-11-2024,29-12-2027
66166eb596fb1df606179d39,336,2830,19-05-2024,17-03-2026
66166eb596fb1df606179d3a,349,5470,11-09-2024,09-12-2025
66166eb596fb1df606179d3b,40,3940,09-12-2023,03-05-2026
66166eb596fb1df606179d3c,442,7477,02-03-2024,14-10-2027
66166eb596fb1df606179d3d,296,1430,16-12-2023,04-12-2025
66166eb596fb1df606179d3e,21,1980,29-05-2025,24-12-2026
66166eb596fb1df606179d3f,251,4390,07-03-2025,18-04-2025
66166eb596fb1df606179d40,185,6120,17-08-2024,23-09-2025
66166eb596fb1df606179d41,218,1702,14-07-2025,03-11-2026
66166eb596fb1df606179d42,418,2061,14-11-2024,02-07-2024
66166eb596fb1df606179d43,176,6920,22-12-2024,27-12-2024
66166eb596fb1df606179d44,327,3970,06-07-2025,06-12-2024
66166eb596fb1df606179d45,215,2380,01-11-2024,12-07-2025
66166eb596fb1df606179d46,439,7715,23-10-2025,25-08-2024
66166eb596fb1df606179d47,424,1640,10-11-2025,02-03-2026
66166eb596fb1df606179d48,308,4780,01-08-2023,18-10-2027
66166eb596fb1df606179d49,366,1470,11-04-2026,25-08-2024
66166eb596fb1df606179d4a,405,7847,08-07-2023,08-10-2024
66166eb596fb1df606179d4b,152,6420,08-01-2024,27-06-2025
66166eb596fb1df606179d4c,270,4230,07-04-2024,28-03-2026
66166eb596fb1df606179d4d,236,2390,30-11-2024,15-11-2024
66166eb596fb1df606179d4e,323,6930,02-02-2024,07-09-2027
66166eb596fb1df606179d4f,185,4061,28-07-2024,16-08-2026
66166eb596fb1df606179d50,361,3950,18-12-2025,08-06-2026
